Step,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
1.0,0.4166666666666667,0.4166666666666667,0.3520074696545285,0.5098039215686275,0.42857142857142855,0.11764705882352941
3.0,0.3541666666666667,0.3541666666666667,0.3232732732732732,0.39999999999999997,0.4864864864864864,0.08333333333333333
0.0,0.375,0.375,0.36492713912068747,0.28571428571428575,0.4864864864864864,0.3225806451612903
0.0,0.4375,0.4375,0.4340852130325814,0.39999999999999997,0.47368421052631576,0.42857142857142855
1.0,0.375,0.375,0.276117496807152,0.2,0.1111111111111111,0.5172413793103449
0.0,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4375,0.5,0.4375
9.0,0.4375,0.4375,0.3988687474444596,0.5909090909090908,0.3448275862068966,0.26086956521739124
9.0,0.3541666666666667,0.3541666666666667,0.35129068462401797,0.33333333333333326,0.2962962962962963,0.42424242424242425
2.0,0.4375,0.4375,0.42999452654625064,0.39999999999999997,0.41379310344827586,0.4761904761904762
5.0,0.5,0.5,0.5028058361391695,0.4444444444444445,0.5454545454545455,0.5185185185185185
1.0,0.375,0.375,0.3647912885662432,0.47368421052631576,0.4827586206896552,0.13793103448275862
3.0,0.375,0.375,0.37335937335937336,0.4324324324324324,0.38461538461538464,0.30303030303030304
7.0,0.5,0.5,0.47106914114586756,0.26086956521739124,0.5641025641025642,0.5882352941176471
3.0,0.3958333333333333,0.3958333333333333,0.39617898441427846,0.38461538461538464,0.33333333333333326,0.47058823529411764
4.0,0.375,0.375,0.3164115963668035,0.3333333333333333,0.10526315789473684,0.5106382978723403
3.0,0.3125,0.3125,0.2751322751322751,0.380952380952381,0.33333333333333326,0.1111111111111111
0.0,0.3333333333333333,0.3333333333333333,0.31161835293131274,0.38709677419354843,0.47368421052631576,0.07407407407407407
0.0,0.3541666666666667,0.3541666666666667,0.35506598552575563,0.3703703703703703,0.35000000000000003,0.3448275862068966
0.0,0.3125,0.3125,0.3015942209490597,0.2580645161290323,0.4324324324324324,0.21428571428571427
0.0,0.3125,0.3125,0.3111954459203036,0.35294117647058826,0.3225806451612903,0.2580645161290323
0.0,0.3958333333333333,0.3958333333333333,0.3416470059543871,0.08695652173913043,0.3333333333333333,0.6046511627906976
3.0,0.3958333333333333,0.3958333333333333,0.38213936601033377,0.40909090909090917,0.45161290322580644,0.2857142857142857
1.0,0.4583333333333333,0.4583333333333333,0.44366744366744365,0.5128205128205128,0.3333333333333333,0.48484848484848486
7.0,0.4375,0.4375,0.43379416282642086,0.5142857142857142,0.39999999999999997,0.38709677419354843
6.0,0.4583333333333333,0.4583333333333333,0.4605376344086021,0.45161290322580644,0.4800000000000001,0.45
0.0,0.5416666666666666,0.5416666666666666,0.5411362419148849,0.5517241379310345,0.5555555555555556,0.5161290322580646
6.0,0.4166666666666667,0.4166666666666667,0.3987956487956488,0.46153846153846156,0.25,0.48484848484848486
5.0,0.5,0.5,0.5011123470522804,0.5,0.5517241379310345,0.45161290322580644
2.0,0.375,0.375,0.3358794244015549,0.45161290322580644,0.4651162790697674,0.09090909090909091
0.0,0.4166666666666667,0.4166666666666667,0.38411414447814857,0.3333333333333333,0.5581395348837209,0.26086956521739124
4.0,0.2708333333333333,0.2708333333333333,0.25925925925925924,0.2222222222222222,0.33333333333333337,0.2222222222222222
0.0,0.375,0.375,0.3691005291005291,0.32,0.34285714285714286,0.4444444444444445
4.0,0.4583333333333333,0.4583333333333333,0.41294273419397554,0.5,0.21052631578947367,0.5283018867924528
1.0,0.375,0.375,0.3202440550688361,0.4680851063829787,0.375,0.11764705882352941
8.0,0.4166666666666667,0.4166666666666667,0.41621294615849974,0.4827586206896552,0.3448275862068966,0.4210526315789474
0.0,0.5625,0.5625,0.5556375110127646,0.41379310344827586,0.6060606060606061,0.6470588235294118
4.0,0.375,0.375,0.3700297999148574,0.4,0.41379310344827586,0.2962962962962963
1.0,0.5,0.5,0.466988727858293,0.4444444444444444,0.608695652173913,0.34782608695652173
1.0,0.4166666666666667,0.4166666666666667,0.37825624667729935,0.42424242424242425,0.21052631578947367,0.5
2.0,0.3541666666666667,0.3541666666666667,0.29953379953379955,0.09090909090909091,0.3076923076923077,0.5
0.0,0.3958333333333333,0.3958333333333333,0.39281705948372614,0.3703703703703703,0.4444444444444445,0.3636363636363636
5.0,0.2916666666666667,0.2916666666666667,0.24470899470899468,0.4166666666666667,0.09523809523809523,0.2222222222222222
6.0,0.3958333333333333,0.3958333333333333,0.375,0.3333333333333333,0.3333333333333333,0.4583333333333333
10.0,0.2916666666666667,0.2916666666666667,0.2940116120648095,0.2962962962962963,0.2631578947368421,0.3225806451612903
9.0,0.4791666666666667,0.4791666666666667,0.4649572649572649,0.4615384615384615,0.39999999999999997,0.5333333333333333
7.0,0.3958333333333333,0.3958333333333333,0.3945005611672278,0.42424242424242425,0.3703703703703703,0.38888888888888884
4.0,0.375,0.375,0.3194444444444445,0.5416666666666666,0.3333333333333333,0.08333333333333333
6.0,0.4166666666666667,0.4166666666666667,0.414702581369248,0.48484848484848486,0.3703703703703703,0.38888888888888884
2.0,0.3541666666666667,0.3541666666666667,0.3410382720727549,0.46153846153846156,0.27586206896551724,0.28571428571428575
9.0,0.3541666666666667,0.3541666666666667,0.3307272687117648,0.4651162790697674,0.23076923076923075,0.2962962962962963
10.0,0.4791666666666667,0.4791666666666667,0.47079572569768646,0.3703703703703703,0.47058823529411764,0.5714285714285714
4.0,0.3333333333333333,0.3333333333333333,0.3003736227124533,0.27586206896551724,0.43478260869565216,0.19047619047619047
1.0,0.3125,0.3125,0.28602150537634413,0.2580645161290323,0.2,0.4
10.0,0.4375,0.4375,0.4395885836048108,0.4827586206896552,0.42424242424242425,0.411764705882353
4.0,0.5416666666666666,0.5416666666666666,0.5410138248847927,0.5714285714285714,0.45161290322580644,0.6000000000000001
1.0,0.2916666666666667,0.2916666666666667,0.2614401858304297,0.34146341463414637,0.34285714285714286,0.1
5.0,0.3541666666666667,0.3541666666666667,0.34012345679012346,0.4,0.3703703703703703,0.25
0.0,0.375,0.375,0.36998556998557003,0.28571428571428575,0.42424242424242425,0.39999999999999997
10.0,0.3541666666666667,0.3541666666666667,0.35555555555555546,0.3333333333333333,0.33333333333333326,0.39999999999999997
8.0,0.4583333333333333,0.4583333333333333,0.4617904617904618,0.4615384615384615,0.37837837837837834,0.5454545454545455
0.0,0.375,0.375,0.3702359346642468,0.3448275862068966,0.4210526315789474,0.3448275862068966
1.0,0.3958333333333333,0.3958333333333333,0.35833333333333334,0.375,0.2,0.5
8.0,0.5208333333333334,0.5208333333333334,0.5008465608465609,0.6111111111111112,0.5714285714285714,0.32
9.0,0.3541666666666667,0.3541666666666667,0.3571502537019778,0.3243243243243243,0.41379310344827586,0.3333333333333333
4.0,0.375,0.375,0.3743924920395509,0.29411764705882354,0.38461538461538464,0.4444444444444445
4.0,0.4791666666666667,0.4791666666666667,0.4790476190476191,0.5,0.4800000000000001,0.45714285714285713
7.0,0.4166666666666667,0.4166666666666667,0.4047619047619048,0.35714285714285715,0.5,0.35714285714285715
0.0,0.4583333333333333,0.4583333333333333,0.4565805193988555,0.4444444444444444,0.47368421052631576,0.45161290322580644
1.0,0.3541666666666667,0.3541666666666667,0.33801282051282056,0.3125,0.46153846153846156,0.24000000000000005
4.0,0.4791666666666667,0.4791666666666667,0.4674883216549883,0.4375,0.3703703703703703,0.5945945945945946
0.0,0.375,0.375,0.3737373737373737,0.3333333333333333,0.42424242424242425,0.3636363636363636
2.0,0.3958333333333333,0.3958333333333333,0.39721695129664775,0.5161290322580646,0.3225806451612903,0.35294117647058826
0.0,0.3541666666666667,0.3541666666666667,0.351517416033545,0.19354838709677422,0.42857142857142855,0.4324324324324324
1.0,0.3333333333333333,0.3333333333333333,0.3290845648604269,0.20689655172413793,0.34285714285714286,0.4375
0.0,0.375,0.375,0.3841935483870968,0.4800000000000001,0.35000000000000003,0.3225806451612903
3.0,0.4375,0.4375,0.3916855631141345,0.4444444444444444,0.2,0.5306122448979591
4.0,0.5208333333333334,0.5208333333333334,0.5095919448860625,0.5882352941176471,0.5405405405405405,0.39999999999999997
7.0,0.5416666666666666,0.5416666666666666,0.5410509031198686,0.5714285714285714,0.5517241379310345,0.5
0.0,0.3541666666666667,0.3541666666666667,0.3551470588235294,0.39999999999999997,0.3125,0.35294117647058826
0.0,0.2708333333333333,0.2708333333333333,0.25792972459639124,0.14814814814814814,0.358974358974359,0.26666666666666666
1.0,0.3958333333333333,0.3958333333333333,0.33888888888888896,0.5,0.4166666666666667,0.1
4.0,0.3541666666666667,0.3541666666666667,0.3099052540913006,0.4186046511627907,0.39999999999999997,0.1111111111111111
3.0,0.4166666666666667,0.4166666666666667,0.41576448243114905,0.3703703703703703,0.4666666666666667,0.41025641025641024
0.0,0.375,0.375,0.3717326521924223,0.3448275862068966,0.4,0.3703703703703703
4.0,0.375,0.375,0.37142857142857144,0.39999999999999997,0.380952380952381,0.3333333333333333
3.0,0.375,0.375,0.35833333333333334,0.375,0.25,0.45
1.0,0.3958333333333333,0.3958333333333333,0.3465608465608465,0.5,0.4444444444444444,0.09523809523809523
0.0,0.4583333333333333,0.4583333333333333,0.4591338259441708,0.4827586206896552,0.45714285714285713,0.4375
6.0,0.3541666666666667,0.3541666666666667,0.35269207501512406,0.27586206896551724,0.41379310344827586,0.3684210526315789
0.0,0.3958333333333333,0.3958333333333333,0.38821580200890543,0.3448275862068966,0.3333333333333333,0.4864864864864864
0.0,0.2708333333333333,0.2708333333333333,0.2702614379084967,0.26666666666666666,0.25,0.29411764705882354
0.0,0.3958333333333333,0.3958333333333333,0.38964076858813695,0.42857142857142855,0.47368421052631576,0.26666666666666666
7.0,0.4166666666666667,0.4166666666666667,0.4130291005291005,0.4375,0.35714285714285715,0.4444444444444445
5.0,0.3541666666666667,0.3541666666666667,0.3291995767820674,0.19354838709677422,0.3157894736842105,0.47826086956521735
0.0,0.3125,0.3125,0.28881328881328877,0.30303030303030304,0.4864864864864864,0.07692307692307693
1.0,0.3333333333333333,0.3333333333333333,0.30787274259297215,0.19047619047619047,0.29411764705882354,0.43902439024390244
5.0,0.4375,0.4375,0.43419913419913425,0.39999999999999997,0.5454545454545455,0.35714285714285715
2.0,0.3541666666666667,0.3541666666666667,0.3035897435897436,0.23076923076923075,0.2,0.48
4.0,0.4166666666666667,0.4166666666666667,0.42368125701459025,0.3636363636363636,0.38888888888888884,0.5185185185185185
6.0,0.3333333333333333,0.3333333333333333,0.29523809523809524,0.44000000000000006,0.2857142857142857,0.16
7.0,0.3333333333333333,0.3333333333333333,0.33270082226438963,0.35294117647058826,0.3225806451612903,0.3225806451612903
5.0,0.4166666666666667,0.4166666666666667,0.3977718360071301,0.2727272727272727,0.47058823529411764,0.45
7.0,0.4166666666666667,0.4166666666666667,0.3811188811188811,0.4615384615384615,0.18181818181818182,0.5
3.0,0.3958333333333333,0.3958333333333333,0.312280701754386,0.21052631578947367,0.2,0.5263157894736842
0.0,0.25,0.25,0.2527195027195027,0.25,0.20512820512820512,0.30303030303030304
1.0,0.4791666666666667,0.4791666666666667,0.4719887955182072,0.35714285714285715,0.47058823529411764,0.5882352941176471
6.0,0.3958333333333333,0.3958333333333333,0.3728395061728395,0.3333333333333333,0.4888888888888889,0.2962962962962963
0.0,0.4375,0.4375,0.4296296296296296,0.39999999999999997,0.5555555555555556,0.3333333333333333
0.0,0.4583333333333333,0.4583333333333333,0.4382284382284382,0.3076923076923077,0.5454545454545454,0.4615384615384615
9.0,0.4791666666666667,0.4791666666666667,0.4810744810744811,0.5384615384615384,0.42857142857142855,0.4761904761904762
6.0,0.375,0.375,0.355230352303523,0.43902439024390244,0.4666666666666667,0.16
4.0,0.4166666666666667,0.4166666666666667,0.36946457326892107,0.43478260869565216,0.5625,0.1111111111111111
2.0,0.3958333333333333,0.3958333333333333,0.3820918997865408,0.3333333333333333,0.4651162790697674,0.34782608695652173
6.0,0.3333333333333333,0.3333333333333333,0.3343253968253968,0.33333333333333326,0.35714285714285715,0.3125
2.0,0.5,0.5,0.44997987117552335,0.5652173913043479,0.5625,0.2222222222222222
0.0,0.4375,0.4375,0.42380460956312344,0.3333333333333333,0.411764705882353,0.5263157894736842
4.0,0.3125,0.3125,0.29440718914403124,0.3243243243243243,0.19047619047619047,0.3684210526315789
6.0,0.3958333333333333,0.3958333333333333,0.380952380952381,0.5,0.35714285714285715,0.28571428571428575
5.0,0.4166666666666667,0.4166666666666667,0.37391304347826093,0.2,0.39999999999999997,0.5217391304347827
3.0,0.3541666666666667,0.3541666666666667,0.30528010848376974,0.21052631578947367,0.26086956521739124,0.44444444444444436
4.0,0.3541666666666667,0.3541666666666667,0.3350983519404572,0.42424242424242425,0.4210526315789474,0.16
7.0,0.375,0.375,0.375,0.4375,0.375,0.3125
2.0,0.4375,0.4375,0.4067057380400709,0.41379310344827586,0.26086956521739124,0.5454545454545454
2.0,0.4166666666666667,0.4166666666666667,0.39155422288855574,0.41379310344827586,0.26086956521739124,0.5
2.0,0.3541666666666667,0.3541666666666667,0.2922751322751323,0.28571428571428575,0.1111111111111111,0.48
0.0,0.4166666666666667,0.4166666666666667,0.41534391534391535,0.5,0.38888888888888884,0.35714285714285715
6.0,0.3541666666666667,0.3541666666666667,0.3146046024606744,0.09523809523809523,0.41379310344827586,0.43478260869565216
5.0,0.4583333333333333,0.4583333333333333,0.43580765639589175,0.38095238095238093,0.4166666666666667,0.5098039215686275
