Step,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
1.0,0.3958333333333333,0.3958333333333333,0.3417828821438338,0.1,0.43478260869565216,0.49056603773584906
6.0,0.4791666666666667,0.4791666666666667,0.4827791095539575,0.5517241379310345,0.411764705882353,0.48484848484848486
0.0,0.22916666666666666,0.22916666666666666,0.2183622828784119,0.30769230769230765,0.15384615384615385,0.19354838709677422
2.0,0.3541666666666667,0.3541666666666667,0.34276375361646677,0.4186046511627907,0.4615384615384615,0.14814814814814814
9.0,0.375,0.375,0.3638480947143689,0.43902439024390244,0.3076923076923077,0.3448275862068966
2.0,0.3958333333333333,0.3958333333333333,0.3912975912975913,0.41025641025641024,0.39999999999999997,0.36363636363636365
2.0,0.4166666666666667,0.4166666666666667,0.4161616161616162,0.42424242424242425,0.42424242424242425,0.39999999999999997
0.0,0.3333333333333333,0.3333333333333333,0.3341503267973856,0.29411764705882354,0.375,0.3333333333333333
4.0,0.4166666666666667,0.4166666666666667,0.41919934640522877,0.5333333333333333,0.411764705882353,0.3125
0.0,0.4583333333333333,0.4583333333333333,0.4579871293580971,0.48484848484848486,0.45161290322580644,0.4375
0.0,0.25,0.25,0.23606465997770346,0.3043478260869565,0.25,0.15384615384615385
2.0,0.375,0.375,0.35802469135802467,0.4444444444444445,0.2962962962962963,0.3333333333333333
6.0,0.375,0.375,0.35185185185185186,0.4444444444444445,0.16666666666666666,0.4444444444444445
2.0,0.3958333333333333,0.3958333333333333,0.3741277509393451,0.47826086956521735,0.34782608695652173,0.2962962962962963
0.0,0.3125,0.3125,0.29982363315696653,0.380952380952381,0.2222222222222222,0.2962962962962963
5.0,0.4166666666666667,0.4166666666666667,0.39891429891429886,0.4864864864864864,0.41025641025641024,0.3
0.0,0.3958333333333333,0.3958333333333333,0.39757697709027645,0.3157894736842105,0.5806451612903225,0.2962962962962963
7.0,0.3958333333333333,0.3958333333333333,0.38934971838197646,0.38709677419354843,0.5142857142857142,0.26666666666666666
0.0,0.4166666666666667,0.4166666666666667,0.4053236539624924,0.5263157894736842,0.3448275862068966,0.3448275862068966
3.0,0.375,0.375,0.35389610389610393,0.25,0.45454545454545453,0.35714285714285715
2.0,0.375,0.375,0.3783549783549784,0.34285714285714286,0.3636363636363636,0.42857142857142855
3.0,0.4166666666666667,0.4166666666666667,0.41190476190476194,0.35714285714285715,0.42857142857142855,0.45
0.0,0.3541666666666667,0.3541666666666667,0.32268817204301076,0.5499999999999999,0.16,0.2580645161290323
1.0,0.3541666666666667,0.3541666666666667,0.28194543674419836,0.5098039215686275,0.23076923076923075,0.10526315789473684
1.0,0.3333333333333333,0.3333333333333333,0.2814426715355508,0.43137254901960786,0.3076923076923077,0.10526315789473684
1.0,0.3541666666666667,0.3541666666666667,0.2894949494949495,0.16666666666666666,0.18181818181818182,0.52
5.0,0.375,0.375,0.38504273504273506,0.5384615384615384,0.26666666666666666,0.35000000000000003
3.0,0.4375,0.4375,0.4282828282828283,0.5142857142857142,0.28571428571428575,0.48484848484848486
3.0,0.4791666666666667,0.4791666666666667,0.4492247309741002,0.4827586206896552,0.23076923076923075,0.6341463414634146
0.0,0.3333333333333333,0.3333333333333333,0.3245994263656164,0.39024390243902435,0.3076923076923077,0.27586206896551724
3.0,0.375,0.375,0.36265664160401,0.39999999999999997,0.21428571428571427,0.47368421052631576
9.0,0.4583333333333333,0.4583333333333333,0.4222045011518696,0.18181818181818182,0.6111111111111112,0.47368421052631576
1.0,0.3541666666666667,0.3541666666666667,0.3198860398860399,0.4888888888888889,0.23076923076923075,0.24000000000000005
3.0,0.4166666666666667,0.4166666666666667,0.4064222683351149,0.5263157894736842,0.3703703703703703,0.3225806451612903
3.0,0.4583333333333333,0.4583333333333333,0.40717948717948715,0.56,0.4615384615384615,0.2
0.0,0.4375,0.4375,0.43636363636363634,0.48484848484848486,0.42424242424242425,0.39999999999999997
0.0,0.3958333333333333,0.3958333333333333,0.37554375150283076,0.5128205128205128,0.26086956521739124,0.35294117647058826
3.0,0.3541666666666667,0.3541666666666667,0.35101522322617656,0.42424242424242425,0.35294117647058826,0.27586206896551724
0.0,0.3958333333333333,0.3958333333333333,0.3868366004614953,0.43902439024390244,0.3076923076923077,0.41379310344827586
0.0,0.3541666666666667,0.3541666666666667,0.3551587301587302,0.33333333333333326,0.35714285714285715,0.375
0.0,0.375,0.375,0.375,0.375,0.3125,0.4375
1.0,0.4583333333333333,0.4583333333333333,0.4501424501424501,0.4888888888888889,0.4615384615384615,0.39999999999999997
2.0,0.3541666666666667,0.3541666666666667,0.32815964523281593,0.43902439024390244,0.18181818181818182,0.3636363636363636
10.0,0.375,0.375,0.3654108131119625,0.45,0.27586206896551724,0.3703703703703703
4.0,0.2708333333333333,0.2708333333333333,0.2731244064577398,0.26666666666666666,0.2962962962962963,0.2564102564102564
5.0,0.4375,0.4375,0.4306195596518177,0.5714285714285714,0.3333333333333333,0.38709677419354843
2.0,0.3958333333333333,0.3958333333333333,0.3668331668331668,0.46153846153846156,0.18181818181818182,0.45714285714285713
1.0,0.3541666666666667,0.3541666666666667,0.33151849463906197,0.425531914893617,0.2962962962962963,0.2727272727272727
6.0,0.5208333333333334,0.5208333333333334,0.5185185185185186,0.5333333333333333,0.5555555555555556,0.4666666666666667
0.0,0.4791666666666667,0.4791666666666667,0.47375079063883624,0.6470588235294118,0.3225806451612903,0.45161290322580644
