Validation Loss,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
1.0991314888000487,0.35444444444444445,0.3544444444444444,0.33954224968762553,0.22727272727272724,0.38896952104499277,0.4023845007451566
