Epoch,Training Loss,Validation Loss,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
1.0,1.3199204206466675,1.1760015487670898,0.35333333333333333,0.35333333333333333,0.31606398131721974,0.29574861367837335,0.4636678200692041,0.18877551020408165
2.0,1.1458367109298706,1.2331653396288553,0.3477777777777778,0.34777777777777774,0.257457973458588,0.4808635917566242,0.27848101265822783,0.013029315960912053
3.0,1.1716755628585815,1.2186481356620789,0.3488888888888889,0.34888888888888897,0.25220651856953524,0.4855275443510737,0.22650602409638554,0.0445859872611465
4.0,1.1035006046295166,1.1746949434280396,0.3611111111111111,0.3611111111111111,0.3244919518728502,0.46035242290748896,0.29690721649484536,0.21621621621621623
5.0,0.958879828453064,1.1168927788734435,0.36777777777777776,0.3677777777777778,0.3659254068862938,0.32460732984293195,0.3707664884135472,0.4024024024024024
6.0,0.8595609664916992,1.1454118847846986,0.36666666666666664,0.36666666666666664,0.31605076491529555,0.13089005235602094,0.3294573643410853,0.4878048780487804
7.0,0.8310078382492065,1.2457205216089884,0.36,0.36000000000000004,0.28540911528186064,0.07536231884057971,0.28693790149892934,0.4939271255060729
8.0,0.8117668628692627,1.191534193356832,0.3611111111111111,0.36111111111111116,0.2861887874127776,0.06976744186046512,0.2948717948717949,0.4939271255060729
9.0,0.7570233941078186,1.1792738040288289,0.3566666666666667,0.3566666666666667,0.3008283077974474,0.12169312169312169,0.2979591836734694,0.48283261802575117
10.0,0.6773681044578552,1.1162901838620505,0.3788888888888889,0.3788888888888889,0.3588246274914137,0.2413793103448276,0.36968576709796674,0.4654088050314466
11.0,0.6061331629753113,1.1314390261967977,0.38222222222222224,0.3822222222222222,0.3796062483033194,0.35058430717863104,0.35424354243542433,0.4339908952959029
12.0,0.5623844861984253,1.1339219808578491,0.37333333333333335,0.37333333333333335,0.36954333638211095,0.4038199181446112,0.3500931098696462,0.3547169811320755
13.0,0.5379511117935181,1.1667332569758098,0.3788888888888889,0.3788888888888889,0.37063327144738273,0.4256410256410257,0.34328358208955223,0.3429752066115702
14.0,0.5125526189804077,1.1686006903648376,0.37777777777777777,0.37777777777777777,0.3728110974594074,0.40700808625336926,0.37809187279151946,0.33333333333333326
15.0,0.47593921422958374,1.1422882874806721,0.39,0.38999999999999996,0.3903396068807332,0.3776435045317221,0.4053156146179402,0.3880597014925374
16.0,0.4325719475746155,1.129098622004191,0.4033333333333333,0.4033333333333333,0.40152886905844215,0.32982456140350874,0.4267100977198697,0.448051948051948
17.0,0.3922227621078491,1.1581193367640177,0.39111111111111113,0.39111111111111113,0.38013961394809437,0.273469387755102,0.40849673202614384,0.4584527220630372
18.0,0.3611530065536499,1.1652031024297078,0.38555555555555554,0.3855555555555556,0.36487561457218937,0.23296703296703297,0.3887915936952715,0.4728682170542636
19.0,0.33928170800209045,1.1903896093368531,0.38666666666666666,0.38666666666666666,0.355836635244626,0.21479713603818612,0.3676470588235294,0.4850657108721625
20.0,0.3219062387943268,1.1856187582015991,0.38,0.37999999999999995,0.34794001865377594,0.2185273159144893,0.34285714285714286,0.48243559718969553
21.0,0.303713321685791,1.2108596483866374,0.38333333333333336,0.3833333333333333,0.35288773840270005,0.22950819672131145,0.34615384615384615,0.48300117233294254
22.0,0.28246280550956726,1.2134994506835937,0.38333333333333336,0.3833333333333333,0.35981766039569507,0.2554112554112554,0.34296724470134876,0.4810744810744811
23.0,0.2597508132457733,1.1756168961524964,0.39555555555555555,0.3955555555555555,0.3795277904790734,0.2903885480572597,0.3649906890130354,0.48320413436692505
24.0,0.23880347609519958,1.1900768915812174,0.39444444444444443,0.39444444444444443,0.3855428348983625,0.30740037950664134,0.38043478260869573,0.46879334257975036
25.0,0.22178314626216888,1.162405220667521,0.4011111111111111,0.40111111111111114,0.3961300116844921,0.3285198555956679,0.3915343915343915,0.4683357879234168
26.0,0.2087038904428482,1.1738329887390138,0.4022222222222222,0.4022222222222222,0.3996472341946755,0.342560553633218,0.38888888888888895,0.46749226006191946
27.0,0.19804315268993378,1.1777177651723225,0.4033333333333333,0.4033333333333333,0.4020993481895864,0.3452991452991453,0.3979763912310287,0.46302250803858525
28.0,0.18801350891590118,1.1697614947954813,0.4066666666666667,0.4066666666666667,0.40567765140118356,0.35034013605442177,0.40067340067340074,0.46601941747572817
29.0,0.17754867672920227,1.1912246863047282,0.4022222222222222,0.40222222222222226,0.4006221177739251,0.3419689119170985,0.39663865546218485,0.46325878594249204
30.0,0.16659878194332123,1.1858801285425822,0.40444444444444444,0.40444444444444444,0.4007326395593047,0.3345195729537367,0.38841567291311757,0.4792626728110599
31.0,0.15581414103507996,1.1948368072509765,0.4,0.39999999999999997,0.39400438445715763,0.31675874769797424,0.39032815198618304,0.4749262536873156
32.0,0.14597956836223602,1.1644698282082875,0.4,0.39999999999999997,0.3918982572530789,0.30623818525519847,0.39367311072056244,0.47578347578347574
33.0,0.1375635266304016,1.2541077534357707,0.4088888888888889,0.40888888888888886,0.3976236879526154,0.3110236220472441,0.39076376554174064,0.49108367626886146
34.0,0.13056299090385437,1.1831902265548706,0.4066666666666667,0.4066666666666667,0.3922707672964552,0.30060120240480964,0.3788706739526411,0.49734042553191493
