Validation Loss,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
1.0988905429840088,0.3125,0.3125,0.30363243832400594,0.4210526315789474,0.19354838709677422,0.2962962962962963
1.095927119255066,0.4583333333333333,0.4583333333333333,0.4509073302176751,0.5128205128205128,0.4827586206896552,0.35714285714285715
1.095260500907898,0.4583333333333333,0.4583333333333333,0.45529953917050686,0.39999999999999997,0.45161290322580644,0.5142857142857142
1.0960241556167603,0.3958333333333333,0.3958333333333333,0.38874831309041835,0.4210526315789474,0.4375,0.3076923076923077
1.096487283706665,0.4375,0.4375,0.4369747899159664,0.411764705882353,0.42857142857142855,0.47058823529411764
1.0969997644424438,0.4375,0.4375,0.4152777777777778,0.3333333333333333,0.6,0.3125
1.0970687866210938,0.375,0.375,0.3679095762429096,0.4324324324324324,0.375,0.2962962962962963
1.0934396982192993,0.5416666666666666,0.5416666666666666,0.5340204457851516,0.6111111111111112,0.5294117647058824,0.4615384615384615
1.0972100496292114,0.375,0.375,0.3654108131119625,0.3703703703703703,0.27586206896551724,0.45
1.096313238143921,0.3958333333333333,0.3958333333333333,0.4034313725490197,0.6000000000000001,0.375,0.23529411764705882
1.0988438129425049,0.2916666666666667,0.2916666666666667,0.2789410802993146,0.19354838709677422,0.4210526315789474,0.2222222222222222
1.0995337963104248,0.3541666666666667,0.3541666666666667,0.3333333333333333,0.25,0.5,0.25
1.0969783067703247,0.4166666666666667,0.4166666666666667,0.41284271284271284,0.45714285714285713,0.35714285714285715,0.42424242424242425
1.095680594444275,0.3958333333333333,0.3958333333333333,0.39898989898989895,0.3636363636363636,0.4444444444444444,0.38888888888888884
1.0977855920791626,0.3541666666666667,0.3541666666666667,0.354411045943304,0.38709677419354843,0.3636363636363636,0.3125
1.1002968549728394,0.22916666666666666,0.22916666666666666,0.21851851851851847,0.06666666666666667,0.19999999999999998,0.38888888888888884
1.0912268161773682,0.4583333333333333,0.4583333333333333,0.4530423280423281,0.375,0.5555555555555556,0.42857142857142855
1.0973743200302124,0.375,0.375,0.3475129264602948,0.19047619047619047,0.37837837837837834,0.47368421052631576
1.096464991569519,0.3958333333333333,0.3958333333333333,0.3958333333333333,0.3125,0.375,0.5
1.0953896045684814,0.4166666666666667,0.4166666666666667,0.41591880341880344,0.39999999999999997,0.41025641025641024,0.4375
1.0944875478744507,0.4375,0.4375,0.42346542346542343,0.5128205128205128,0.3333333333333333,0.42424242424242425
1.0984001159667969,0.2916666666666667,0.2916666666666667,0.2917282430213465,0.1875,0.34285714285714286,0.3448275862068966
1.0988208055496216,0.3541666666666667,0.3541666666666667,0.0,0.0,0.5,0.4444444444444445
1.0958398580551147,0.4583333333333333,0.4583333333333333,0.4560404807084124,0.5161290322580646,0.5294117647058824,0.3225806451612903
1.0960294008255005,0.3958333333333333,0.3958333333333333,0.37187217032178266,0.5116279069767441,0.2962962962962963,0.3076923076923077
1.0975220203399658,0.2916666666666667,0.2916666666666667,0.29314449917898194,0.27586206896551724,0.375,0.22857142857142856
1.0961928367614746,0.3958333333333333,0.3958333333333333,0.395109792773864,0.38888888888888884,0.3448275862068966,0.45161290322580644
1.0979831218719482,0.3541666666666667,0.3541666666666667,0.35282724937897353,0.41379310344827586,0.358974358974359,0.28571428571428575
1.096177339553833,0.375,0.375,0.3759344598054275,0.34285714285714286,0.45161290322580644,0.3333333333333333
1.0943998098373413,0.375,0.375,0.3700288892986661,0.47058823529411764,0.3636363636363636,0.27586206896551724
1.0935438871383667,0.4583333333333333,0.4583333333333333,0.4586022496773004,0.3636363636363636,0.4827586206896552,0.5294117647058824
1.0957571268081665,0.3958333333333333,0.3958333333333333,0.3878787878787879,0.3636363636363636,0.28571428571428575,0.5142857142857142
1.0944143533706665,0.4791666666666667,0.4791666666666667,0.4664699735693651,0.6470588235294118,0.5454545454545455,0.20689655172413793
1.0993545055389404,0.2916666666666667,0.2916666666666667,0.2823929920704114,0.28571428571428575,0.12903225806451615,0.4324324324324324
1.0963174104690552,0.4583333333333333,0.4583333333333333,0.4565826330532213,0.411764705882353,0.5294117647058824,0.42857142857142855
1.0985029935836792,0.3125,0.3125,0.3112053598869014,0.29411764705882354,0.27586206896551724,0.3636363636363636
1.093552589416504,0.625,0.625,0.632085020242915,0.625,0.5789473684210527,0.6923076923076923
1.0960034132003784,0.4166666666666667,0.4166666666666667,0.415463389656938,0.4666666666666667,0.45714285714285713,0.3225806451612903
1.0954140424728394,0.5208333333333334,0.5208333333333334,0.5261648745519714,0.39999999999999997,0.5333333333333333,0.6451612903225806
1.0960034132003784,0.4166666666666667,0.4166666666666667,0.4051627384960718,0.3636363636363636,0.2962962962962963,0.5555555555555556
1.0975369215011597,0.3333333333333333,0.3333333333333333,0.31679073614557485,0.46153846153846156,0.23076923076923075,0.2580645161290323
1.0963948965072632,0.4583333333333333,0.4583333333333333,0.4452910052910053,0.32,0.5714285714285714,0.4444444444444445
1.0961834192276,0.3541666666666667,0.3541666666666667,0.33388475323959194,0.2580645161290323,0.23076923076923075,0.5128205128205128
1.0986697673797607,0.3541666666666667,0.3541666666666667,0.34644299471885676,0.39999999999999997,0.20689655172413793,0.4324324324324324
1.0937968492507935,0.375,0.375,0.37591642228739003,0.3125,0.3636363636363636,0.45161290322580644
1.102339506149292,0.20833333333333334,0.20833333333333334,0.20755572034771144,0.19354838709677422,0.22222222222222224,0.20689655172413793
1.0947976112365723,0.5416666666666666,0.5416666666666666,0.5402969790066564,0.5714285714285714,0.5161290322580646,0.5333333333333333
1.0966917276382446,0.3333333333333333,0.3333333333333333,0.33353698273053106,0.3225806451612903,0.30303030303030304,0.375
1.0947819948196411,0.4375,0.4375,0.40540075679394566,0.47058823529411764,0.16666666666666666,0.5789473684210527
1.0948476791381836,0.4166666666666667,0.4166666666666667,0.4187223276407337,0.35294117647058826,0.45161290322580644,0.45161290322580644
1.0934463739395142,0.4791666666666667,0.4791666666666667,0.47559966914805624,0.5806451612903225,0.38461538461538464,0.46153846153846156
1.0951164960861206,0.3333333333333333,0.3333333333333333,0.3416461412151068,0.1875,0.5517241379310345,0.2857142857142857
1.0958819389343262,0.4166666666666667,0.4166666666666667,0.3909401709401709,0.5,0.5128205128205128,0.16
1.0984947681427002,0.3541666666666667,0.3541666666666667,0.3414141414141414,0.45714285714285713,0.42424242424242425,0.14285714285714288
1.0959744453430176,0.4375,0.4375,0.4294372294372295,0.45714285714285713,0.5454545454545455,0.28571428571428575
1.0947686433792114,0.4583333333333333,0.4583333333333333,0.4594771241830065,0.5,0.4666666666666667,0.411764705882353
1.097012996673584,0.375,0.375,0.35452081793545204,0.30303030303030304,0.48780487804878053,0.2727272727272727
1.0983079671859741,0.3958333333333333,0.3958333333333333,0.3851540616246498,0.47058823529411764,0.47058823529411764,0.21428571428571427
1.0970228910446167,0.3958333333333333,0.3958333333333333,0.3965929221769044,0.38888888888888884,0.38709677419354843,0.41379310344827586
