Step,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
5.0,0.3125,0.3125,0.30775890775890774,0.30769230769230765,0.34285714285714286,0.2727272727272727
10.0,0.375,0.375,0.3737373737373737,0.42424242424242425,0.3333333333333333,0.3636363636363636
10.0,0.4375,0.4375,0.43798670465337136,0.41025641025641024,0.3703703703703703,0.5333333333333333
1.0,0.4375,0.4375,0.41552271483305964,0.4827586206896552,0.5238095238095238,0.24000000000000005
10.0,0.375,0.375,0.3741935483870968,0.39999999999999997,0.3225806451612903,0.39999999999999997
1.0,0.3333333333333333,0.3333333333333333,0.31555111555111554,0.45714285714285713,0.30769230769230765,0.18181818181818182
5.0,0.4791666666666667,0.4791666666666667,0.46264130135097886,0.5641025641025642,0.5161290322580646,0.3076923076923077
1.0,0.4583333333333333,0.4583333333333333,0.4197444831591173,0.2,0.5714285714285714,0.48780487804878053
4.0,0.3125,0.3125,0.3170594837261504,0.30303030303030304,0.3703703703703703,0.2777777777777778
8.0,0.3541666666666667,0.3541666666666667,0.34111761531116364,0.4864864864864864,0.3225806451612903,0.21428571428571427
0.0,0.4166666666666667,0.4166666666666667,0.4158249158249158,0.30303030303030304,0.4444444444444444,0.5
3.0,0.3958333333333333,0.3958333333333333,0.37040998217468807,0.4,0.5294117647058824,0.18181818181818182
6.0,0.4583333333333333,0.4583333333333333,0.4565805193988555,0.45161290322580644,0.4444444444444444,0.47368421052631576
7.0,0.4791666666666667,0.4791666666666667,0.47025305848835264,0.47058823529411764,0.38461538461538464,0.5555555555555556
6.0,0.375,0.375,0.3573789173789174,0.3076923076923077,0.32,0.4444444444444445
6.0,0.3333333333333333,0.3333333333333333,0.32127118259052295,0.20689655172413793,0.34782608695652173,0.40909090909090917
0.0,0.4583333333333333,0.4583333333333333,0.4579380139152436,0.47058823529411764,0.5161290322580646,0.38709677419354843
8.0,0.4375,0.4375,0.4162858510684597,0.4324324324324324,0.26086956521739124,0.5555555555555556
5.0,0.375,0.375,0.3721581196581197,0.358974358974359,0.4375,0.32
5.0,0.3541666666666667,0.3541666666666667,0.3282835467045993,0.3243243243243243,0.45,0.21052631578947367
6.0,0.5625,0.5625,0.5557029177718832,0.5,0.5517241379310345,0.6153846153846153
8.0,0.5416666666666666,0.5416666666666666,0.5439234449760765,0.5263157894736842,0.56,0.5454545454545455
