Validation Loss,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
1.0908530950546265,0.3541666666666667,0.3541666666666667,0.3376302569850957,0.5405405405405405,0.2580645161290323,0.21428571428571427
1.0905460119247437,0.4375,0.4375,0.4188617886178862,0.5365853658536586,0.39999999999999997,0.32
1.0791159868240356,0.5416666666666666,0.5416666666666666,0.5401154401154401,0.5,0.5142857142857142,0.6060606060606061
1.0843411684036255,0.5625,0.5625,0.5532467532467532,0.5454545454545455,0.42857142857142855,0.6857142857142857
1.0832115411758423,0.5,0.5,0.48832165498832164,0.5945945945945946,0.5,0.3703703703703703
1.0962855815887451,0.3541666666666667,0.3541666666666667,0.34338102808691046,0.24000000000000005,0.411764705882353,0.37837837837837834
1.0961326360702515,0.3541666666666667,0.3541666666666667,0.33147872592784283,0.48780487804878053,0.23076923076923075,0.27586206896551724
1.0636957883834839,0.5416666666666666,0.5416666666666666,0.5322068612391194,0.742857142857143,0.4666666666666667,0.38709677419354843
1.0887051820755005,0.3958333333333333,0.3958333333333333,0.3796883513130653,0.4210526315789474,0.45714285714285713,0.26086956521739124
1.0896750688552856,0.4791666666666667,0.4791666666666667,0.4747474747474747,0.7272727272727272,0.3636363636363636,0.3333333333333333
1.0819352865219116,0.3958333333333333,0.3958333333333333,0.3738095238095238,0.5499999999999999,0.28571428571428575,0.28571428571428575
1.0920525789260864,0.3958333333333333,0.3958333333333333,0.3995915032679738,0.3125,0.35294117647058826,0.5333333333333333
1.0884565114974976,0.3333333333333333,0.3333333333333333,0.32005772005772004,0.14285714285714288,0.30303030303030304,0.5142857142857142
1.088426947593689,0.375,0.375,0.3602255339663376,0.5263157894736842,0.2962962962962963,0.2580645161290323
1.0835684537887573,0.3541666666666667,0.3541666666666667,0.3485294117647059,0.375,0.47058823529411764,0.19999999999999998
1.088858723640442,0.5,0.5,0.4996945259042034,0.4375,0.5161290322580646,0.5454545454545455
1.078110694885254,0.5833333333333334,0.5833333333333334,0.5823965461062236,0.5161290322580646,0.6060606060606061,0.625
1.0889331102371216,0.4375,0.4375,0.43220443349753696,0.5142857142857142,0.3448275862068966,0.4375
1.0708078145980835,0.5625,0.5625,0.5311355311355311,0.3076923076923077,0.5714285714285715,0.7142857142857143
1.0847300291061401,0.4583333333333333,0.4583333333333333,0.4523582405935347,0.4864864864864864,0.47058823529411764,0.39999999999999997
1.0788546800613403,0.4791666666666667,0.4791666666666667,0.4494711076143019,0.6451612903225806,0.5365853658536586,0.16666666666666666
1.0953041315078735,0.375,0.375,0.3750875458328183,0.38888888888888884,0.3225806451612903,0.41379310344827586
1.0976918935775757,0.375,0.375,0.34557264050901376,0.375,0.48780487804878053,0.17391304347826086
1.087924599647522,0.4583333333333333,0.4583333333333333,0.45702614379084966,0.4666666666666667,0.5294117647058824,0.375
1.087950348854065,0.4583333333333333,0.4583333333333333,0.4594771241830065,0.5,0.411764705882353,0.4666666666666667
1.0843024253845215,0.4375,0.4375,0.42536475869809204,0.2962962962962963,0.42424242424242425,0.5555555555555556
1.0708166360855103,0.5208333333333334,0.5208333333333334,0.5196895424836602,0.4375,0.5333333333333333,0.5882352941176471
1.0932303667068481,0.4583333333333333,0.4583333333333333,0.44586754241926657,0.39999999999999997,0.41379310344827586,0.5238095238095238
1.0731977224349976,0.5416666666666666,0.5416666666666666,0.5412698412698412,0.45714285714285713,0.6666666666666667,0.5
1.0716557502746582,0.5,0.5,0.49562562747146927,0.48484848484848486,0.41379310344827586,0.5882352941176471
1.0753527879714966,0.5208333333333334,0.5208333333333334,0.49810801513587893,0.3333333333333333,0.5294117647058824,0.631578947368421
1.0740041732788086,0.5833333333333334,0.5833333333333334,0.5818181818181819,0.6666666666666667,0.5333333333333333,0.5454545454545455
1.0763267278671265,0.4375,0.4375,0.4375,0.625,0.25,0.4375
1.0833044052124023,0.375,0.375,0.34324009324009325,0.48484848484848486,0.08333333333333333,0.46153846153846156
