epoch,train_loss,valid_loss,error_rate,accuracy,time
0,1.763333,2.913992,0.873590,0.126410,02:18
1,1.723045,2.909823,0.867436,0.132564,01:51
2,1.613481,2.952816,0.858205,0.141795,01:51
3,1.467241,3.007111,0.858205,0.141795,02:09
4,1.276127,3.034367,0.859744,0.140256,02:05
5,1.093670,3.039818,0.856667,0.143333,01:52
6,0.956944,3.047953,0.857692,0.142308,01:50
7,0.844187,3.051671,0.858974,0.141026,01:51
8,0.756963,3.047936,0.859744,0.140256,01:52
9,0.694470,3.055535,0.858462,0.141538,01:52
