Step,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1
5.0,0.3541666666666667,0.3541666666666667,0.34460063201481966,0.3157894736842105,0.45714285714285713,0.26086956521739124
4.0,0.3333333333333333,0.3333333333333333,0.28613123993558776,0.43478260869565216,0.1111111111111111,0.3125
2.0,0.4583333333333333,0.4583333333333333,0.43170166617371586,0.5306122448979591,0.34782608695652173,0.4166666666666667
8.0,0.3958333333333333,0.3958333333333333,0.3810596523774818,0.4651162790697674,0.3076923076923077,0.3703703703703703
4.0,0.5,0.5,0.471918927754168,0.6285714285714286,0.26086956521739124,0.5263157894736842
8.0,0.3958333333333333,0.3958333333333333,0.34378280719744136,0.48780487804878053,0.1111111111111111,0.4324324324324324
10.0,0.4583333333333333,0.4583333333333333,0.45473734604169386,0.5405405405405405,0.38888888888888884,0.43478260869565216
6.0,0.2916666666666667,0.2916666666666667,0.29056695992179865,0.2580645161290323,0.3636363636363636,0.25
10.0,0.2708333333333333,0.2708333333333333,0.2631874298540965,0.14814814814814814,0.3636363636363636,0.2777777777777778
7.0,0.4583333333333333,0.4583333333333333,0.4514905149051491,0.48780487804878053,0.4666666666666667,0.39999999999999997
10.0,0.4166666666666667,0.4166666666666667,0.4126252381830475,0.3448275862068966,0.5294117647058824,0.3636363636363636
0.0,0.3125,0.3125,0.3104069586828207,0.3243243243243243,0.39999999999999997,0.20689655172413793
0.0,0.3333333333333333,0.3333333333333333,0.3337643678160919,0.1875,0.41379310344827586,0.39999999999999997
7.0,0.4583333333333333,0.4583333333333333,0.4548907882241215,0.5128205128205128,0.3333333333333333,0.5185185185185185
10.0,0.3125,0.3125,0.2902097902097902,0.23076923076923075,0.23076923076923075,0.40909090909090917
10.0,0.3958333333333333,0.3958333333333333,0.38158730158730153,0.24000000000000005,0.33333333333333326,0.5714285714285714
7.0,0.3958333333333333,0.3958333333333333,0.37532861476238616,0.4651162790697674,0.39999999999999997,0.26086956521739124
9.0,0.5,0.5,0.48641975308641977,0.5925925925925926,0.3333333333333333,0.5333333333333333
4.0,0.375,0.375,0.33474991827394573,0.2857142857142857,0.631578947368421,0.08695652173913043
7.0,0.3333333333333333,0.3333333333333333,0.32391534391534393,0.38888888888888884,0.34285714285714286,0.24000000000000005
