Epoch,Training Loss,Validation Loss,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1,3 F1,4 F1,5 F1,6 F1,7 F1,8 F1,9 F1
1.0,2.2852541419087498,2.2660944247857118,0.20108805158170462,0.1706208557781223,0.0,0.09673202614379084,0.21008403361344538,0.0,0.2714878482513337,0.0,0.14275517487508924,0.3263422818791946,0.0,0.12967914438502676,0.06988352745424292
2.0,2.2555707635603532,2.2499296634625168,0.20713278259117468,0.1772195460014736,0.0,0.21518987341772153,0.2563758389261745,0.0,0.28101644245142,0.023809523809523808,0.1945754716981132,0.22609819121447028,0.0,0.1448349307774228,0.1783840503672613
3.0,2.2431395835815136,2.246189548419072,0.20370743501914165,0.16731280192283382,0.0,0.13228035538005925,0.28463356973995274,0.0,0.2662807525325615,0.02484472049689441,0.1308411214953271,0.25581395348837205,0.0,0.12765957446808512,0.19709208400646203
4.0,2.237817680720731,2.2401696046193442,0.2059238363892807,0.1802660597476396,0.0,0.20116375727348296,0.2824387701928087,0.0,0.24165915238954014,0.05988023952095809,0.20176991150442478,0.2558746736292428,0.0,0.14533965244865718,0.1510791366906475
5.0,2.2343754806702543,2.237981087122208,0.20068506951440662,0.18171625692840454,0.0,0.20781527531083482,0.23045267489711932,0.0,0.2806499261447563,0.041493775933609964,0.23196151790486372,0.22755311857436597,0.018018018018018018,0.12894736842105262,0.15423514538558789
6.0,2.2317305278164783,2.2366691736074595,0.2083417287930687,0.18705143220632073,0.16077419547266164,0.16563146997929606,0.2640487474610697,0.015936254980079684,0.270979020979021,0.06896551724137932,0.24008461131676362,0.24748743718592967,0.009569377990430622,0.14261460101867574,0.18242491657397106
7.0,2.2289107827128323,2.2356386459790745,0.19867015917791658,0.17616119165347588,0.15419005184438078,0.21095008051529793,0.2669902912621359,0.02693602693602694,0.2674532940019666,0.021505376344086023,0.1625806451612903,0.2255434782608696,0.015444015444015444,0.13346613545816732,0.21103117505995206
8.0,2.227194618182167,2.234631040157416,0.19121499093290348,0.18290548300450796,0.14556267663730632,0.13033175355450238,0.24312590448625182,0.035555555555555556,0.2598870056497175,0.06909788867562382,0.26280834914611007,0.2069454287739192,0.022222222222222223,0.13595166163141992,0.08970099667774087
9.0,2.224902177546952,2.232626661276206,0.18758815232722145,0.20055309611031177,0.0,0.2227525855210819,0.23167848699763596,0.0,0.2920110192837466,0.06779661016949151,0.14147018030513178,0.2109704641350211,0.05416666666666667,0.16521739130434782,0.21203953279424975
10.0,2.2241105788007043,2.2296307942806144,0.20491638122103567,0.1791891021293403,0.0,0.11512415349887134,0.2817182817182817,0.0,0.2728062554300609,0.04830917874396136,0.179215930304916,0.26609963547995136,0.029411764705882356,0.15058823529411766,0.18736383442265794
11.0,2.2215963782221557,2.237000000782502,0.1761031634092283,0.16562273589667956,0.12739891655594704,0.0940279542566709,0.21149042464612824,0.00975609756097561,0.2301255230125523,0.07123287671232877,0.29352850539291214,0.08460846084608462,0.007692307692307692,0.11878926327812679,0.1527377521613833
